Country Name,Country Code,Group,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Birth rate, crude (per 1,000 people)","Compulsory education, duration (years)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Current health expenditure (% of GDP),"Death rate, crude (per 1,000 people)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","Fertility rate, total (births per woman)",GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"Government expenditure on education, total (% of GDP)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)","Mortality rate, infant (per 1,000 live births)",Out-of-pocket expenditure (% of current health expenditure),People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Population density (people per sq. km of land area),Population growth (annual %),"Preprimary education, duration (years)","Primary education, duration (years)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)",Rule of Law: Estimate,"School enrollment, preprimary (% gross)","School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)","Secondary education, duration (years)","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Urban population (% of total population),Urban population growth (annual %),Voice and Accountability: Estimate,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
Japan,JPN,country,100,100,2.808,70.50839936,7,9,2.143032,10.75110722,11.2,3.265643,24.24994,72.48443,60.553,47.159,1.36,5.12E+12,-0.402169201,40415.95676,-0.262170829,3.157249928,98,96,92.73039781,0.468776159,49.09,62.01,69045531,84.35634146,99,1.8,12.92639256,99.06231693,99.94652774,1.031847239,347.4156379,-0.140464978,3,6,0.4,1,0.4,1.8,1.530416846,81.77,97.78883362,100.8712006,64.61711884,6,6.68016,2.35,3.935,91.698,-0.051001491,0.931311727,8.214978,89.95451
Jordan,JOR,country,99.9,99.9,26.578,58.70831428,22.6,10,1.424712,7.56996918,3.148,3.356185,18.43838,78.2054,32.648,16.151,2.918,44503005775,1.751239735,4159.671408,-0.520070441,2.988470078,89,87,70.08467395,0.761514047,25.686,39.24,2791809,76.044,98.22711182,13.4,30.33984375,98.95136621,97.22148863,-0.261968046,120.4888055,2.257509754,2,6,1.1,3.2,1.5,3.7,0.157012001,28.80941963,81.79920959,65.19397736,33.06087112,6,0.30566,16.8,37.122,91.203,2.503414856,-0.694556832,9.25759,87.60699
Kazakhstan,KAZ,country,93.8,100,22.056,57.65395631,21.73,9,0.1020416,2.78745699,7.19,15.60106,20.62079,63.77815,66.716,39.266,2.9,1.82E+11,4.5,9812.595536,3.16101154,2.856970072,97,99,81.87762047,5.245476796,40.859,70.08,9226063,73.18,99.78163147,9.1,33.86382675,95.42702887,97.86969488,-0.168488264,6.85767789,1.28960849,6,4,1.4,2.9,1.3,4.3,-0.490241528,62.48212051,104.3713303,113.2275314,61.74975967,7,4.52228,4.8,3.899,57.54,1.48443982,-1.230172396,22.4317716,76.15759
Kenya,KEN,country,19.5,69.7,69.578,73.28759487,28.46,12,25.37941,4.36111116,7.29,33.58759,15.00087,51.41155,70.222,36.959,3.469,1.00E+11,5.114158858,1970.080063,3.05495785,4.97439003,91,89,22.66877336,5.235859994,42.206,73.926,22775099,62.943,81.53497314,29.7,24.29976273,60.86078326,35.29579479,-1.101751328,89.52357944,1.978456948,3,6,4.4,6.3,5.2,10,-0.441785067,65.14385223,77.31608582,56.76,10.0383997,6,2.86537,5.01,12.43,27.507,3.727770713,-0.313488513,60.43766,37.99432
Kiribati,KIR,country,10,89.25575256,43.123,65.94983036,28.064,9,null,11.38678551,6.252,null,null,null,null,null,3.368,175181684.8,-2.162162162,1410.01509,-3.721381091,12.39466,97,94,42.99166167,-1.813079953,null,null,null,67.15,null,40.4,0.1049399,73.74936738,44.00101048,1.128832579,153.3839506,1.606512389,3,6,4,7.2,5.5,8.9,0.819380999,null,null,null,null,7,0.75599,null,null,54.835,3.035570846,1.065789223,null,null
"Korea, Dem. People's Rep.",PRK,country,11.1,48.40988541,2.327,42.81196282,13.487,12,35.55034,null,8.878,44.59348,13.55366,41.85288,72.784,62.563,1.84,18000000000,0.4,643,null,null,97,98,0,null,66.997,74.868,15597969,73.198,99.99819183,13.1,null,93.82368591,84.61949068,-0.317571074,213.8978573,0.45644682,4,5,1.8,4,2,5.1,-1.65111959,null,89.31642151,null,26.83499908,6,4.28537,2.783,6.618,62.134,0.835379545,-2.20753026,83.92452,14.40492
"Korea, Rep.",KOR,country,100,100,2.387,37.96758352,5.9,9,3.959159,8.14101028,5.7,5.142991,24.57809,70.27889,61.186,24.84,0.918,1.65E+12,2.24397786,31902.4169,1.8889146,4.684659958,98,98,96.15757918,0.383000304,27.552,63.57,28808833,83.22682927,98.80000305,2.7,30.24508095,99.76579848,99.85401062,0.55120641,530.3772746,0.347874969,6,6,0.4,1.1,0.4,1.7,1.1873734,92.24433136,100.9894485,95.86534882,98.44618988,6,8.18953,3.75,9.844,81.43,0.312269898,0.751461744,18.913039,75.43543
Kosovo,XKX,country,null,null,8.113,48.44951462,11.443,9,null,null,5.56,null,null,null,null,null,1.546,7899741279,4.756830619,4416.031322,5.237433159,null,null,null,84,2.675992026,null,null,null,79.022,null,10.1,null,null,null,-0.331690282,null,-0.457730006,null,null,1.1,2.5,1.1,3.7,-0.390173882,null,null,null,null,null,null,null,null,null,null,-0.115402758,null,null
Kuwait,KWT,country,100,100,5.998,32.20742732,12.437,9,0.0168359,5.35958719,2.194,2.013586,24.98827,72.99815,71.462,22.245,2.159,1.36E+11,-0.551959332,30666.22066,-3.326745749,6.49243021,92,97,99.54267645,1.091848027,26.181,73.037,2567847,79.685,96.05647278,7.6,10.7205658,100,100,0.192640528,249.2199776,2.829852402,2,5,1,2.1,0.9,2.9,0.211396709,60.20027161,88.00608826,97.83,55.30754852,7,0,2.156,15.031,100,2.829852402,-0.655223012,1.0776989,98.29272
Kyrgyz Republic,KGZ,country,77.8,99.88467407,38.365,61.97440553,26.9,10,6.609564,4.49454117,5.2,18.14366,26.6569,55.1994,57.613,33.469,3.3,8871019823,4.600625666,1374.031136,2.439335207,5.366749763,95,96,64.1,1.133622577,36.789,60.17,2559835,71.6,99.59999847,16.3,46.181427,89.85880809,97.77771402,-0.241771638,33.66110532,2.08787614,6,4,1.6,2.8,1.3,3.7,-0.895066559,39.90639114,106.0478134,96.36685181,42.32133865,7,4.95335,4.25,9.023,36.591,2.745930809,-0.454176247,32.677934,65.31596
Lao PDR,LAO,country,7.9,98.3973465,76.164,56.0518992,22.786,9,26.75347,2.60029101,6.505,59.18631,10.19534,30.61838,57.553,45.519,2.571,18740559554,5.457735092,2598.505523,3.892447903,2.475329638,80,83,47.03225806,3.322558813,48.387,59.5,2930353,68.138,84.7,36.6,41.83228683,85.09983182,78.94809243,0.516314864,31.24806326,1.495404815,6,5,4.6,4.7,2.9,7.4,-0.95339942,48.45881653,100.0459595,65.76873016,14.45331192,7,11.52024,3.273,5.927,35.645,3.310059924,-1.816453934,77.50333,21.93546
Latvia,LVA,country,100,100,12.363,57.89268734,9.8,11,0.6115582,6.62088203,14.5,7.293753,23.71906,68.98719,57.366,31.775,1.61,34343961073,2.569703888,17945.22222,3.285293261,4.425079823,99,99,86.13545644,2.811409201,36.281,61.23,988868,75.38780488,99.88931274,3.4,35.22696686,98.73825457,92.41312527,0.443465203,30.75549199,-0.69523914,6,6,0.5,2.3,0.6,3.6,1.007672429,94.67523956,99.98343658,107.6024628,94.86453247,6,13.09042,6.31,12.419,68.222,-0.57788598,0.857121706,7.4937972,88.41531
Lebanon,LBN,country,100,99.95048523,20.896,57.78841058,15.822,10,3.185858,7.89909458,5.178,3.823768,20.47931,75.69692,43.365,30.059,2.13,51605959131,-6.914924729,8925.42186,-4.195225512,2.592020035,83,82,79.7588832,3.005389494,39.198,48.89,2045681,79.236,95.30000305,7.4,36.26387024,92.6,99.06737938,-1.672520995,565.1913001,-2.879865896,3,6,1,2.5,1,3,-0.834570825,54.26,95.05,61.2,26.26,6,1.48062,11.3,23.316,88.758,-2.69379833,-0.515448809,29.890898,60.68892
Lesotho,LSO,country,39.6,44.56339645,91.187,62.82093956,26.839,7,11.83524,11.40502262,13.014,29.83415,34.37463,35.79121,53.828,31.951,3.094,2436029588,-0.764225981,1094.499438,-1.998597161,7.991710186,87,90,42.30173357,5.187083592,42.668,64.76,945597,54.173,79.4,60,14.02660656,72.87737521,48.42792471,-0.421510428,73.31034256,1.251678122,3,7,4,10.4,4.8,17.5,-0.404333413,33.04660797,108.4263306,64.08023834,10.19626045,5,4.54072,16.88,25.116,28.585,2.774465325,-0.020868875,52.3859,44.61071
Liberia,LBR,country,0.4,23.1,128.605,82.57186176,32.181,6,8.109056,8.4314146,8.658,40.71477,7.937348,51.34789,74.368,53.886,4.257,3319596500,-2.467297635,665.8784476,-4.343455886,2.270390034,70,68,23.48259047,22.33,55.239,76.681,2223648,61.104,48.3,59.6,54.36148071,74.1609603,20.76197361,-0.331433713,51.75756852,1.94236198,3,6,8,13,9.7,15.7,-0.986838162,125.18,85.11,37.9,11.92,6,3.64307,3.017,2.449,51.615,2.845409339,-0.072639287,77.676716,20.90251
Libya,LBY,country,100,68.47289276,7.054,53.16333185,18.732,9,1.166759,6.05,5.454,16.93514,18.48233,64.58253,38.286,8.466,2.539,69254143968,-11.19569459,10542.42902,-12.42986729,2.26,73,73,22,-2.9,16.836,47.627,2192471,72.463,91,9.9,36.67,99.8915238,92.10600221,-2.568074226,3.733412142,1.399514414,2,6,1.6,2.8,1.3,3.3,-1.747566581,9.82,109.01,97.9,60.5,6,0.0084,19.612,49.716,80.393,1.762139685,-1.477184296,28.473819,68.56792
Liechtenstein,LIE,country,null,100,3.151,48.79171017,9.2,9,null,null,6.8,null,null,null,null,null,1.48,6436467007,-2.3,167259.1603,null,null,null,null,93.14608695,null,null,null,null,84.16097561,null,null,null,100,99.95,1.615635753,240.5125,0.785258982,7,5,null,null,null,null,1.671435118,104.5822067,103.8300095,119.2096634,41.16584015,7,null,null,null,14.371,1.017820492,1.229712009,null,null
Lithuania,LTU,country,100,100,10.588,54.20743802,9.8,11,0.5904519,6.99864721,13.7,6.436174,25.69973,67.8641,58.203,32.889,1.61,54760617013,4.625103139,19598.40087,4.902417213,3.972150087,92,93,81.58186838,2.33450938,37.319,62.09,1475085,76.28292683,99.8,3.1,32.27022552,98.00147289,93.76832523,0.779812694,44.6205206,-0.264704355,7,4,0.8,2.2,0.7,3.4,1.016596913,88.83183289,102.9923782,108.4455109,72.00897217,8,11.7853,6.26,11.87,67.855,-0.004957782,0.996342778,9.0895559,88.34303
Luxembourg,LUX,country,100,100,4.306,43.82170776,10,12,0.9241679,5.44119692,6.9,0.6816368,10.81193,88.50644,57.26,28.735,1.34,69825641851,2.319925201,112621.8213,0.331126121,3.719820023,99,99,97.12063569,1.743320757,34.615,60.65,315771,82.63902439,100,2.3,9.62097168,99.87670462,97.59426285,1.349190593,240.827591,1.96284492,3,6,0.2,1.2,0.2,1.1,1.785245538,91.49434662,104.6544571,104.6953888,18.43000031,7,11.5288,5.59,16.989,91.223,2.228565739,1.493499994,5.4655049,91.26217
"Macao SAR, China",MAC,country,null,100,2.677,33.41153246,10.295,10,0.2001416,null,3.983,1.241904,9.610391,89.14771,68.259,42.748,1.077,55204961000,-2.511937846,83183.47239,-4.371936736,3.05862999,null,null,86.46792571,2.751930811,44.834,69.475,396668,84.978,96.5,null,null,100,100,1.238523126,20171.82371,1.926360529,3,6,null,null,null,null,0.912787259,90.5669632,101.34272,101.0366898,100.084671,6,null,1.75,4.654,100,1.926360529,-0.32489267,3.3033636,93.59341
Madagascar,MDG,country,1.2,31.04,123.263,76.10333639,31.701,5,38.17178,3.77732444,6.518,74.18972,10.0428,15.76753,83.971,70.233,3.978,14104664678,4.41123213,512.2796656,1.807532126,2.994859934,68,55,11.83136182,5.610514415,72.794,85.546,14122746,65.882,76.67967987,45.3,32.26590347,51.17220614,13.16933715,-0.320696473,47.32405294,2.525316628,3,5,7.7,10.9,12.7,12.1,-0.996893346,40.14992142,134.0614624,34.59550095,5.350490093,7,1.02054,1.841,3.518,37.861,4.31079477,-0.234167248,84.0082,11.51257
Malawi,MWI,country,1.8,11.2,121.406,89.23883456,33.598,8,5.540629,5.13698387,6.611,62.39201,7.780389,29.8276,64.091,48.757,4.072,11025371147,5.448181336,584.3628673,2.656769068,3.711319923,95,92,13.43919985,9.370836056,52.404,67.416,7086643,64.119,62.1,33,16.86334229,69.46487563,42.80383781,-0.280175388,200.1202482,2.68285756,3,6,5.2,7.5,7.7,11.6,-0.338825971,83.58,144.8109894,37.08491135,1.723629951,6,3.23678,4.932,6.958,17.174,4.072457958,-0.105222486,60.285059,38.36972
Malaysia,MYS,country,94.9,100,9.353,43.63801631,15.58,6,3.835207,3.83884454,5.253,10.2274,27.49846,62.27414,63.456,40.486,1.834,3.65E+11,4.413187421,11132.10345,3.124896133,4.156610012,98,97,84.18714501,0.662891866,45.629,65.595,16435372,75.76,94.97113037,6.7,36.0626564,97.09036742,95.88023365,0.143876806,99.84483336,1.241514631,2,6,1.2,2.6,1,3.3,0.515538275,98.06482697,104.3825226,83.74816132,43.06160736,6,0.75939,3.26,11.27,76.607,1.989669393,-0.048995554,21.907987,74.424
Maldives,MDV,country,99.3,100,8.02,35.39976436,15.001,7,1.978961,7.66067553,2.858,10.00217,24.87342,65.12441,60.728,45.48,1.736,5609385434,7.097466015,11118.52623,3.966321169,4.121590137,98,99,77.46966424,0.220029731,52.838,63.63,250805,80.116,97.7,6,17.46362114,99.52720781,98.26842792,0.032002181,1681.693333,2.96723054,3,7,0.9,2.2,0.7,1.6,-0.395875484,85.9586792,98.03816223,81.32687378,34.12194061,5,1.42565,4.56,13.926,40.238,4.041588631,-0.463316798,18.687121,77.98035
Mali,MLI,country,0.9,47.85478973,153.834,101.3523429,42.376,9,25.18031,3.88156676,9.205,65.66985,8.31087,26.01929,67.922,56.802,6.103,17280250805,4.756160808,840.1757461,1.531457069,3.484100103,77,70,22.31109004,-1.658266948,58.167,69.04,7412716,59.664,35.47377014,64.4,30.97203636,79.27971511,44.79769672,-2.201103926,16.85591916,3.126669914,3,6,8.7,10,13.7,12,-0.846366882,6.960790157,75.6006012,41.0272789,4.904735565,6,4.34772,1.619,2.347,43.136,4.951455588,-0.443510085,79.91068,19.48547
Malta,MLT,country,100,100,11.384,47.31892085,8.6,11,0.0809416,9.23917389,7.3,1.011574,19.03105,79.95738,58.565,50.701,1.14,15881258056,7.00882545,31506.55684,2.88354821,4.988059998,98,96,85.77859638,1.642060018,55.914,60.765,265572,82.85853659,94.50318909,5.3,34.13112259,100,99.96449882,1.02458334,1575.19375,3.931356319,2,6,0.6,1,0.3,1.3,0.946133077,111.0367126,106.6061783,108.0291824,64.87290955,7,8.52383,3.62,9.323,94.678,4.001157807,1.081668735,10.8856616,84.30946
Marshall Islands,MHL,country,66.1,96.75998688,63.645,62.68276715,20.744,13,null,14.82552052,7.29,null,null,null,null,null,2.824,232092300,10.83921368,5188.971114,13.96406274,15.75,79,85,39,47.6,null,null,null,64.746,98.3,26.3,1.10943425,85.71566293,81.32845188,0.755261958,248.4888889,-2.780253373,4,6,2.8,5.5,3.5,7,0.006693363,86.79505157,79.55570221,63.94496918,25.82278061,6,null,null,null,77.417,-2.281228926,1.129039049,null,null
Mauritania,MRT,country,47.2,44.94792938,79.489,85.40153672,33.723,9,7.052282,3.34527016,7.003,30.64142,18.05664,51.30194,36.718,15.973,4.521,8066118984,5.296637357,1839.962778,2.579174767,1.824370027,80,75,42.32068274,2.300092621,20.218,40.981,1029009,65.687,53.5,33.8,45.2381897,72.54431314,49.5893945,-0.568760574,4.253273503,2.614654755,6,6,3.7,6.8,5,7.7,-0.590795577,10.49,100.4086304,39.40896988,5.763249874,7,0,10.402,20.994,54.507,4.158421052,-0.8003636,52.395252,43.56428
Mauritius,MUS,country,98.8,100,24.31,40.42109046,10.2,11,2.052512,6.200562,8.8,5.584274,23.93831,70.47742,55.28,31.107,1.4,14436347115,2.891284993,11403.25289,2.858125324,4.719299793,96,99,61.72995515,0.40565519,39.918,59.015,616374,74.23585366,91.3,14.5,45.72070313,99.96219872,95.5,0.809275508,633.9434151,0.032233064,3,6,1,3.1,0.8,4.8,0.720553696,97.78929138,99.52056122,97.12110138,44.39152908,7,7.52215,6.33,22.072,40.766,-0.034096699,0.754109442,16.651332,80.14405
Mexico,MEX,country,84.6,99.6,58.391,50.64740708,15.71,14,4.563037,5.44627905,6.931,12.30098,25.7352,61.96383,59.038,41.666,1.916,1.27E+12,-0.199047772,10145.15263,-1.053918176,4.3,82,73,69.63210927,3.635961421,44.907,61.167,56818605,74.202,95.37991333,12.2,42.28219223,99.11535302,90.77655807,-0.836903512,64.34595077,0.86026509,6,6,1.4,4.3,1.1,7.1,-0.646010876,70.96864319,104.6558228,104.6472397,42.83069992,6,5.71942,3.48,7.217,80.444,1.21892136,0.007819365,27.160677,68.05427
"Micronesia, Fed. Sts.",FSM,country,13.1,80.08370209,37.013,58.25826253,21.059,8,null,11.2604599,5.728,null,null,null,null,null,2.801,412000000,1.174799228,3699.081514,0.766026842,null,78,78,39.85125701,1.923851708,null,null,null,71.077,null,22.2,2.61459732,90.11429111,90.45390072,1.108844757,159.1128571,0.404844283,3,6,2.5,5,3,6.4,0.090361454,6.780138016,96.80560303,null,null,6,2.12472,null,null,22.812,0.885521283,1.146417975,null,null
Moldova,MDA,country,97.2,100,28.975,48.10278714,12.894,12,4.2354,6.36946964,13.089,39.38083,15.61395,45.00512,40.105,19.009,1.78,11735774634,3.552314085,4404.950422,5.22280985,6.103789806,91,97,57.76048611,4.837783514,21.21,42.26,906622,70.935,99.4,12.7,35.69294357,90.69568696,82.9898264,-0.393239886,92.75609357,-1.600316536,6,4,1.4,2.9,1.1,4.1,-0.427145123,93.9368515,104.8319168,109.0824127,56.27151108,7,11.36078,5.1,10.379,42.726,-1.373098345,-0.099997289,21.82499,77.76472
Monaco,MCO,country,100,100,7.149,92.55446368,5.26,11,null,1.53244889,20.23,null,null,null,null,null,null,7383941919,6.905665492,199382.7812,6.891232044,1.152660012,99,88,83.33974409,null,null,null,null,null,null,1,7.90802622,100,100,1.579369545,18270.35027,0.013502019,3,5,0.5,1.4,0.4,2,null,null,null,null,null,7,null,null,null,100,0.013502019,0.658016264,null,null
Mongolia,MNG,country,49.9,98.92325592,31.077,55.93619432,23.292,12,3.575685,4.16080856,5.499,27.81512,20.85298,51.3319,59.523,29.242,2.937,14206359016,5.602244219,4394.94715,3.366368425,11.78094101,98,98,51.07999408,7.301069536,34.85,62.95,1388801,71.822,99,13.8,30.96385384,81.4356126,67.79233961,0.634378731,2.075718988,2.139997096,4,5,1.9,3.4,1.6,4.3,-0.236219063,86.33180237,103.4147415,91.50335693,64.47367859,7,7.93383,5.443,16.091,68.543,2.283036384,0.323747635,47.056395,51.50948
Montenegro,MNE,country,62,99.96228027,10.89,51.0781442,11.6,9,2.556569,8.32983208,10.6,7.149397,19.41273,73.43748,48.724,27.255,1.77,5542053845,4.062944992,8909.653336,4.096236943,4.97,85,33,73.47666575,0.361563705,36.513,57.41,292048,76.68292683,98.84718323,2.3,38.55628967,98.68140384,97.50229936,0.067673579,46.24743494,-0.031987013,5,5,0.5,1.5,0.4,2.2,0.017466683,74.0009079,100.6333771,90.08804321,54.17481995,8,10.34273,15.13,25.355,67.15,0.471071315,0.02478336,13.338589,79.40891
Morocco,MAR,country,98.2,99.6,27.051,51.91910583,18.337,9,15.09242,5.36818361,5.658,33.94238,22.36728,43.69034,41.241,21.712,2.382,1.29E+11,2.890974761,3498.58252,1.802657182,5.931359768,99,99,84.12036305,0.303386037,28.044,45.44,11992891,74.27,73.75000763,16.7,46.10972214,84.98185076,86.32823401,-0.339893311,81.34530137,1.043584127,5,6,1,2.2,1.6,3.1,-0.247476295,54.86801147,114.764679,81.18557739,38.54533005,6,0.48891,9.242,22.579,62.994,1.906108082,-0.628879964,46.09864,51.43735
Mozambique,MOZ,country,4.9,29.68644333,168.855,87.46527303,37.345,7,18.92624,7.95271826,8.04,71.2526,8.653762,20.09363,76.106,56.731,4.783,15390031040,2.314442594,508.1634038,-0.596713503,6.084420204,88,87,14.63855268,2.802703079,61.211,78.838,13355546,61.166,60.7,53.6,9.52183533,57.57536808,33.35031121,-0.749242008,38.51267199,2.886566535,3,7,6.2,9.5,8,21.7,-1.055682063,11.62,116.3811417,30.26515388,7.312550068,5,2.02949,3.465,7.319,36.528,4.375921305,-0.544109583,81.98972,15.19845
Myanmar,MMR,country,35.2,68.31150055,33.102,46.29790951,17.663,5,24.68198,4.67856407,8.692,49.7566,16.64056,33.60283,60.252,45.932,2.2,68697761477,6.750460146,1295.201487,5.99733705,2.139869928,90,84,30.63536537,8.825066968,46.547,60.5,23943305,66.61,89.06994629,35.8,75.95468903,78.90933534,73.16531875,-1.328067183,81.2627731,0.707999098,5,5,2.1,3.3,2.5,5.8,-1.060501575,8.530929565,112.3066711,68.43682098,18.81594086,6,2.11591,0.41,1.322,30.852,1.596808374,-0.857218802,62.42219,35.08006
Namibia,NAM,country,46.5,53.27858353,66.943,67.23049383,28.433,7,4.504232,8.45436001,8.248,22.10058,16.13975,61.75967,47.101,18.069,3.404,12541928103,-0.839154686,5126.176143,-2.499398215,8.92702961,87,80,44.8268148,3.722394144,29.22,58.878,918680,63.075,91.52726746,30.7,7.93390608,84.83948489,34.96077469,0.529649496,2.971788799,1.688468173,2,7,6.6,7.5,6.8,14.6,0.390159935,35.76422119,125.5671463,65.78,26.63595963,5,5.92607,20.002,38.162,51.042,3.687052829,0.514972746,31.722162,61.78185
Nauru,NRU,country,100,100,75.816,69.48868399,29.124,14,null,12.18192387,6.48,null,null,null,null,null,3.618,125160081.8,8.256880734,10316.52504,6.400844533,5.596539974,96,95,74.73791894,2.1,null,null,null,63.484,null,24.7,0.79029912,97.00335625,65.93204458,0.772843242,606.6,1.729341401,3,6,2.7,5.3,3.3,6.7,-0.765545428,34.06061172,121.7049179,96.70417786,null,6,2.94225,null,null,100,1.729341401,0.470693082,null,null
Nepal,NPL,country,32.9,89.9,66.239,58.18099924,20.868,9,37.24398,4.44525433,6.871,62.3022,15.86009,21.8377,35.929,23.659,2.08,34186180695,6.657055428,1185.682318,5.451916541,3.485680819,93,92,34.80551799,5.568685478,29.539,40.189,8017497,69.558,67.90843201,24.5,57.91304016,90.28636635,72.88012795,-0.453802615,201.1335612,1.136351607,2,5,2.1,4.6,2.9,5.7,-0.536536455,87.43,142.1434631,80.17991638,13.32682991,7,1.36347,10.599,19.907,20.153,3.206964761,-0.151104942,77.09851,21.83202
Netherlands,NLD,country,100,100,2.553,54.00738175,9.8,13,0.3697064,10.14039612,8.8,2.078814,16.11124,81.80994,62.59,65.298,1.57,9.10E+11,1.955588416,52476.27325,1.289889121,5.159860134,94,94,93.2885906,2.633699102,70.023,64.78,9466453,82.11219512,99,3.5,10.5655756,100,97.69440785,0.847549617,515.1432729,0.655071575,3,6,0.4,1,0.3,1.4,1.769281983,89.63168335,106.0958176,115.040657,87.09784698,7,9.30324,3.38,6.747,91.876,1.076084067,1.485403895,12.7773664,83.37799
New Caledonia,NCL,country,null,100,21.809,49.28724751,15.2,0,0.1861471,null,6,3.655575,27.58611,68.75831,51.322,22.88,2.1,9475655342,-1.4,34934.57949,-1.425446099,null,null,null,82,null,33.853,57.588,120317,80.41970732,96.9,null,null,99.07196816,100,null,14.8380744,0.025810734,null,5,null,null,null,null,null,null,null,null,null,7,null,10.88,32.415,71.104,0.619454668,null,12.1669271,82.8133
New Zealand,NZL,country,100,100,13.616,52.8511629,11.96,10,0.7137541,9.48335075,6.87,5.823697,19.51343,74.66284,67.65,56.345,1.72,2.13E+11,2.445983155,42796.43058,0.828804838,5.163720131,92,92,89.86372003,1.619631902,63.543,70.55,2834605,82.05609756,99,4.1,12.14976311,100,100,1.411302328,18.91003,1.591158896,5,6,0.6,2,0.4,2.8,1.876332879,91.65847778,101.6776962,123.1441803,80.30255127,7,9.88698,4.11,11.327,86.615,1.680101108,1.535238028,12.2887441,81.43538
Nicaragua,NIC,country,55.2,85.66197968,88.623,55.44887892,21.305,7,7.58804,8.55957031,4.626,28.76692,17.88019,53.35289,61.596,46.378,2.377,12699028890,-2.896488078,1905.638313,-4.232565457,4.599999905,98,99,44.91635601,5.376289908,51.592,64.977,2999937,74.054,82.6,12.8,33.21761322,81.61223897,72.96939905,-1.004793763,55.37580189,1.385484725,6,6,2.1,3.8,1.4,5.7,-1.186471462,70.01638031,112.7273636,73.43,19.56018066,5,4.17178,5.202,10.106,58.76,1.791356345,-1.098218203,37.13678,57.29753
Niger,NER,country,2.5,18.4574337,175.476,105.8575744,45.859,9,31.41502,5.66862822,7.824,71.31016,7.274385,21.41546,73.071,61.094,6.961,12916454871,5.941396863,550.9635431,2.026402986,3.527529955,81,79,16.61190218,-2.489792651,61.572,73.477,8787355,62.897,35.04999924,60.2,46.09529114,47.36668482,14.79003828,-1.410086632,18.5074548,3.765444885,3,6,12.5,10.7,21.6,17,-0.541376114,7.392250061,66.4154129,24.25,4.228240013,7,0.13121,0.552,0.776,16.517,4.323992047,-0.578379989,94.10616,5.154621
Nigeria,NGA,country,12.8,55.4,102.807,87.68050129,37.849,9,13.02596,2.98547053,12.989,35.51901,12.19518,52.2858,55.805,21.716,5.379,4.75E+11,2.208429277,2334.023543,-0.263456378,0.5,56,57,45.03137342,11.39642234,24.843,58.87,67373496,52.91,62.01601028,73.9,71.49702454,74.72412633,43.27675278,-1.920183301,223.222649,2.448200698,5,6,7.1,8.4,13.6,10.5,-0.922569573,23.45574951,85.7302475,43.51113892,12.10081959,6,4.21026,5.206,12.588,51.157,4.050189568,-0.434370816,77.224,20.73165
North Macedonia,MKD,country,77.2,100,15.81,43.83798561,9.6,13,5.301049,7.06654119,9.8,13.92006,31.12617,54.95378,45.824,20.759,1.34,12606338449,3.910419538,6070.388054,3.886552146,3.3,92,75,81.41288276,0.766439573,32.176,55.47,965045,76.60243902,98,6,39.08806229,97.72562379,97.87917146,0.004356337,82.34314036,0.022971838,5,5,0.8,1.4,0.7,1.7,-0.282343388,41.8985405,96.58473206,79.66233063,42.14403915,8,4.61578,17.39,35.481,58.208,0.4447326,-0.01852526,17.179739,78.91705
Northern Mariana Islands,MNP,country,null,100,35.051,43.85296748,13.2,11,null,null,4,null,null,null,null,null,null,1181000000,-11.32075472,23687.27185,-10.52748296,null,null,null,31,null,null,null,null,null,null,null,null,100,79.68650647,null,108.3869565,-0.890563183,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,91.708,-0.792928827,null,null,null
